,uid,sentiment
1592,20230,neutral
1593,32014,positive
1594,10085,neutral
1595,7786,positive
1596,29608,neutral
1597,20362,negative
1598,11369,neutral
1599,10709,neutral
1600,15240,neutral
1601,10347,neutral
1602,35585,neutral
1603,44476,negative
1604,19170,neutral
1605,19644,neutral
1606,16027,positive
1607,29621,positive
1608,35243,neutral
1609,38456,positive
1610,35731,positive
1611,21924,neutral
1612,8156,neutral
1613,4633,neutral
1614,20675,neutral
1615,10776,negative
1616,12110,positive
1617,33700,neutral
1618,8281,negative
1619,43132,neutral
1620,10450,negative
1621,10706,neutral
1622,40674,negative
1623,9057,positive
1624,7923,negative
1625,31902,positive
1626,36127,neutral
1627,18774,neutral
1628,21545,neutral
1629,12143,neutral
1630,14657,neutral
1631,11180,neutral
1632,29090,positive
1633,42111,neutral
1634,11239,neutral
1635,29610,neutral
1636,21406,positive
1637,24384,positive
1638,41518,neutral
1639,31776,positive
1640,43273,negative
1641,31566,positive
1642,14858,neutral
1643,25728,neutral
1644,41497,neutral
1645,21577,neutral
1646,20037,neutral
1647,42364,positive
1648,14290,positive
1649,38269,negative
1650,14600,negative
1651,28853,negative
1652,18946,negative
1653,11857,negative
1654,44733,negative
1655,10047,negative
1656,21260,positive
1657,33414,positive
1658,43120,positive
1659,9997,neutral
1660,10756,positive
1661,21621,neutral
1662,32500,negative
1663,12505,neutral
1664,18,positive
1665,15208,negative
1666,10158,positive
1667,30792,negative
1668,5572,neutral
1669,37785,neutral
1670,6084,positive
1671,9348,negative
1672,6142,negative
1673,21614,positive
1674,38837,neutral
1675,43255,positive
1676,8472,positive
1677,1872,positive
1678,11324,neutral
1679,923,neutral
1680,21729,neutral
1681,10364,positive
1682,13842,neutral
1683,23652,positive
1684,10886,negative
1685,16322,neutral
1686,42128,neutral
1687,4172,negative
1688,19356,neutral
1689,10871,positive
1690,23183,positive
1691,35458,positive
1692,26757,negative
1693,9085,positive
1694,39914,neutral
1695,4627,positive
1696,38573,negative
1697,42007,positive
1698,37206,negative
1699,18765,neutral
1700,18786,positive
1701,18022,neutral
1702,2648,positive
1703,9062,positive
1704,11001,negative
1705,22141,neutral
1706,11980,negative
1707,20433,neutral
1708,7830,positive
1709,19342,positive
1710,5425,negative
1711,27950,negative
1712,16130,positive
1713,43905,negative
1714,19655,positive
1715,32026,neutral
1716,5957,neutral
1717,20727,positive
1718,40121,negative
1719,1738,negative
1720,43,positive
1721,8402,neutral
1722,23063,positive
1723,1860,positive
1724,7123,neutral
1725,26684,neutral
1726,41020,negative
1727,8262,negative
1728,11102,neutral
1729,30938,positive
1730,11321,negative
1731,30631,neutral
1732,43485,neutral
1733,25139,positive
1734,18887,neutral
1735,41372,negative
1736,3304,negative
1737,26993,neutral
1738,3830,neutral
1739,32962,neutral
1740,10939,neutral
1741,2886,neutral
1742,25148,negative
1743,7893,positive
1744,12033,neutral
1745,11383,neutral
1746,9123,negative
1747,43183,neutral
1748,7937,positive
1749,26266,positive
1750,1811,negative
1751,2105,neutral
1752,10565,negative
1753,9331,neutral
1754,33377,negative
1755,250,positive
1756,8480,neutral
1757,19305,positive
1758,10880,neutral
1759,11322,neutral
1760,2167,negative
1761,20896,neutral
1762,25702,positive
1763,30439,neutral
1764,2618,negative
1765,17875,neutral
1766,7939,neutral
1767,24911,positive
1768,25087,neutral
1769,11595,positive
1770,10934,negative
1771,34811,neutral
1772,16083,neutral
1773,1938,negative
1774,24263,negative
1775,14571,positive
1776,33067,positive
1777,27366,negative
1778,23370,neutral
1779,25785,positive
1780,15121,positive
1781,30507,positive
1782,25890,neutral
1783,13104,negative
1784,31250,negative
1785,29072,negative
1786,18494,positive
1787,22008,neutral
1788,16410,positive
1789,42729,neutral
1790,43513,negative
1791,26921,positive
1792,11238,neutral
1793,3685,neutral
1794,36407,negative
1795,19615,negative
1796,8490,positive
1797,33646,negative
1798,25869,neutral
1799,30989,negative
1800,25331,neutral
1801,25925,positive
1802,21344,neutral
1803,4863,positive
1804,32720,positive
1805,22951,neutral
1806,2885,neutral
1807,22591,positive
1808,24787,neutral
1809,16669,positive
1810,41999,positive
1811,5006,positive
1812,16087,positive
1813,1349,positive
1814,16717,positive
1815,15749,neutral
1816,41817,positive
1817,26249,negative
1818,10139,negative
1819,44029,neutral
1820,40754,neutral
1821,14592,positive
1822,1566,positive
1823,28591,negative
1824,4600,neutral
1825,27071,positive
1826,26168,negative
1827,20424,negative
1828,3466,neutral
1829,31850,neutral
1830,10511,neutral
1831,31847,neutral
1832,14649,negative
1833,8616,negative
1834,30209,neutral
1835,9687,negative
1836,18441,negative
1837,411,positive
1838,5066,neutral
1839,10309,negative
1840,43477,negative
1841,3168,neutral
1842,25810,negative
1843,10015,negative
1844,9058,negative
1845,39082,neutral
1846,24909,positive
1847,27288,negative
1848,855,neutral
1849,16882,negative
1850,26419,neutral
1851,10009,neutral
1852,14794,negative
1853,38831,positive
1854,25897,neutral
1855,34081,positive
1856,4436,neutral
1857,9091,neutral
1858,9575,neutral
1859,10382,neutral
1860,12917,neutral
1861,32892,negative
1862,30321,positive
1863,14050,positive
1864,10655,positive
1865,11989,neutral
1866,18235,negative
1867,17732,neutral
1868,24386,negative
1869,21519,positive
1870,7046,positive
1871,34701,positive
1872,10675,negative
1873,15408,neutral
1874,4106,positive
1875,32410,neutral
1876,20623,neutral
1877,12494,positive
1878,37757,positive
1879,2626,neutral
1880,4897,neutral
1881,31832,negative
1882,38352,positive
1883,36697,positive
1884,15891,negative
1885,11538,neutral
1886,10674,neutral
1887,3289,negative
1888,14841,neutral
1889,25242,neutral
1890,10676,neutral
1891,24159,neutral
1892,6212,positive
1893,10881,negative
1894,22718,neutral
1895,6616,negative
1896,33579,neutral
1897,7862,positive
1898,28002,negative
1899,36232,neutral
1900,9501,negative
1901,20552,negative
1902,31528,negative
1903,33520,negative
1904,4532,negative
1905,1280,negative
1906,11396,positive
1907,34672,neutral
1908,19256,positive
1909,15790,negative
1910,26114,neutral
1911,23552,positive
1912,27725,negative
1913,17851,neutral
1914,39391,positive
1915,1986,negative
1916,28323,negative
1917,42952,negative
1918,5930,neutral
1919,9854,neutral
1920,11708,positive
1921,11795,neutral
1922,7935,neutral
1923,18301,negative
1924,32916,positive
1925,5155,positive
1926,18197,positive
1927,31573,neutral
1928,30546,neutral
1929,11078,negative
1930,13605,negative
1931,28312,neutral
1932,19083,neutral
1933,10582,positive
1934,8370,negative
1935,13807,neutral
1936,17179,positive
1937,14626,positive
1938,11212,negative
1939,6446,negative
1940,12776,negative
1941,19314,positive
1942,7949,neutral
1943,8849,neutral
1944,38970,negative
1945,38769,negative
1946,8868,neutral
1947,13848,positive
1948,21365,positive
1949,9653,neutral
1950,26941,positive
1951,3378,neutral
1952,39253,negative
1953,11564,positive
1954,20704,neutral
1955,1727,neutral
1956,33761,positive
1957,33741,neutral
1958,2738,neutral
1959,11972,neutral
1960,44689,negative
1961,36941,positive
1962,4829,neutral
1963,29078,positive
1964,40890,neutral
1965,19311,neutral
1966,21116,positive
1967,42570,positive
1968,1016,neutral
1969,10961,neutral
1970,21171,negative
1971,21149,positive
1972,6519,positive
1973,21135,positive
1974,8245,positive
1975,13433,negative
1976,3349,positive
1977,21087,neutral
1978,4692,neutral
1979,10800,positive
1980,24002,positive
1981,17386,negative
1982,35286,neutral
1983,38342,positive
1984,4340,neutral
1985,27893,neutral
1986,6594,neutral
1987,35040,negative
1988,38706,negative
1989,13606,negative
1990,4685,neutral
1991,20642,negative
1992,32211,neutral
1993,25154,neutral
1994,21466,neutral
1995,10334,positive
1996,10429,neutral
1997,7443,neutral
1998,27663,positive
1999,41566,positive
2000,10500,neutral
2001,24072,positive
2002,10230,positive
2003,4715,positive
2004,30121,negative
2005,18052,negative
2006,33329,positive
2007,16369,neutral
2008,11233,neutral
2009,26891,neutral
2010,16499,positive
2011,40073,neutral
2012,11668,neutral
2013,12840,positive
2014,9707,positive
2015,12311,negative
2016,31685,neutral
2017,21019,neutral
2018,10278,neutral
2019,20308,positive
2020,24323,positive
2021,7257,negative
2022,3544,positive
2023,5285,neutral
2024,18533,negative
2025,18856,positive
2026,28733,neutral
2027,9395,negative
2028,20000,neutral
2029,8903,positive
2030,36786,neutral
2031,40300,neutral
2032,10461,negative
2033,36076,positive
2034,8514,positive
2035,28763,positive
2036,7565,neutral
2037,22058,neutral
2038,23050,positive
2039,10431,positive
2040,8019,negative
2041,11904,negative
2042,19339,positive
2043,20211,neutral
2044,27363,positive
2045,19255,neutral
2046,2097,positive
2047,1643,negative
2048,42125,neutral
2049,41104,positive
2050,706,neutral
2051,17400,positive
2052,21215,positive
2053,4370,negative
2054,31907,positive
2055,5283,negative
2056,7587,neutral
2057,6886,neutral
2058,16902,neutral
2059,13230,neutral
2060,27597,positive
2061,21652,neutral
2062,10620,neutral
2063,28887,neutral
2064,21511,negative
2065,24631,neutral
2066,5902,negative
2067,15163,neutral
2068,22850,negative
2069,3842,neutral
2070,30343,positive
2071,26578,negative
2072,999,positive
2073,7306,positive
2074,10811,neutral
2075,8944,positive
2076,36059,negative
2077,20657,neutral
2078,10685,positive
2079,32097,negative
2080,23981,neutral
2081,9230,negative
2082,33320,neutral
2083,39829,neutral
2084,22861,neutral
2085,40101,neutral
2086,26844,neutral
2087,11579,neutral
2088,4323,neutral
2089,35296,neutral
2090,26855,neutral
2091,35411,neutral
2092,18962,positive
2093,11454,neutral
2094,41218,positive
2095,7680,neutral
2096,4318,negative
2097,1806,positive
2098,43072,neutral
2099,26620,neutral
2100,21447,neutral
2101,11800,positive
2102,20019,neutral
2103,30034,neutral
2104,21474,neutral
2105,26883,neutral
2106,35457,positive
2107,7152,neutral
2108,20847,negative
2109,8081,negative
2110,18647,neutral
2111,10399,neutral
2112,30821,neutral
2113,44100,positive
2114,15097,neutral
2115,34319,positive
2116,15433,neutral
2117,10621,positive
2118,22905,neutral
2119,28499,neutral
2120,17623,neutral
2121,45046,neutral
2122,18524,neutral
2123,2120,positive
2124,10702,neutral
2125,15118,neutral
2126,14229,negative
2127,14566,positive
2128,1268,negative
2129,40815,neutral
2130,2646,neutral
2131,565,neutral
2132,8005,neutral
2133,10129,neutral
2134,21145,neutral
2135,42166,neutral
2136,17609,negative
2137,37876,neutral
2138,5322,positive
2139,12842,positive
2140,31495,neutral
2141,6532,negative
2142,30252,negative
2143,12300,negative
2144,43026,negative
2145,17982,neutral
2146,23441,neutral
2147,33779,positive
2148,13270,positive
2149,35240,positive
2150,29338,positive
2151,11092,negative
2152,10841,neutral
2153,35566,neutral
2154,5426,negative
2155,422,neutral
2156,10355,negative
2157,6833,neutral
2158,37330,neutral
2159,1303,neutral
2160,264,negative
2161,4264,neutral
2162,11267,neutral
2163,25796,negative
2164,345,negative
2165,22772,negative
2166,3723,neutral
2167,12584,neutral
2168,12195,neutral
2169,13416,negative
2170,11291,neutral
2171,17954,positive
2172,21250,positive
2173,39413,neutral
2174,44183,negative
2175,32675,positive
2176,27490,positive
2177,27401,positive
2178,28952,positive
2179,25123,positive
2180,25766,neutral
2181,11295,neutral
2182,26074,neutral
2183,40566,neutral
2184,35746,neutral
2185,12469,positive
2186,37416,neutral
2187,6317,neutral
2188,20053,positive
2189,18729,positive
2190,19064,neutral
2191,12912,negative
2192,4010,negative
2193,29484,positive
2194,2582,positive
2195,8113,positive
2196,30456,negative
2197,7256,negative
2198,5175,positive
2199,23155,positive
2200,19963,positive
2201,25844,neutral
2202,19106,positive
2203,20082,positive
2204,2706,positive
2205,26820,negative
2206,10586,neutral
2207,27876,neutral
2208,22943,positive
2209,16778,positive
2210,11626,neutral
2211,3704,positive
2212,10501,neutral
2213,10448,neutral
2214,10753,positive
2215,11380,negative
2216,28026,neutral
2217,9225,positive
2218,20248,negative
2219,4993,negative
2220,1874,negative
2221,26065,negative
2222,29447,negative
2223,43080,neutral
2224,3573,neutral
2225,36761,negative
2226,16642,neutral
2227,25122,positive
2228,24470,neutral
2229,26004,negative
2230,35881,negative
2231,1880,neutral
2232,24792,neutral
2233,11597,neutral
2234,18853,neutral
2235,2841,neutral
2236,6050,neutral
2237,13312,neutral
2238,16900,neutral
2239,18366,positive
2240,21221,negative
2241,11257,negative
2242,14511,positive
2243,23515,neutral
2244,29264,negative
2245,33298,neutral
2246,25070,neutral
2247,34294,negative
2248,37156,negative
2249,14379,neutral
2250,3703,neutral
2251,31564,positive
2252,39498,negative
2253,5228,negative
2254,39223,neutral
2255,4009,neutral
2256,15596,positive
2257,11046,neutral
2258,20148,negative
2259,11612,negative
2260,13843,neutral
2261,32766,neutral
2262,12452,positive
2263,248,negative
2264,6432,neutral
2265,25599,positive
2266,2624,negative
2267,7183,neutral
2268,11509,negative
2269,36381,neutral
2270,3926,neutral
2271,4094,negative
2272,3107,neutral
2273,15725,positive
2274,9573,neutral
2275,7924,negative
2276,10595,neutral
2277,7472,positive
2278,5051,positive
2279,14190,neutral
2280,30850,negative
2281,10022,neutral
2282,11586,positive
2283,9094,neutral
2284,13695,negative
2285,27851,neutral
2286,271,positive
2287,24659,negative
2288,29256,negative
2289,5861,neutral
2290,27747,neutral
2291,37638,positive
2292,6103,positive
2293,23867,negative
2294,4807,neutral
2295,32866,negative
2296,43199,positive
2297,31150,neutral
2298,21363,positive
2299,437,negative
2300,21296,neutral
2301,12991,neutral
2302,24860,negative
2303,27096,neutral
2304,14861,negative
2305,5061,negative
2306,6763,positive
2307,24049,negative
2308,39614,negative
2309,13735,neutral
2310,8406,positive
2311,42182,positive
2312,5672,neutral
2313,2810,neutral
2314,25409,neutral
2315,37126,positive
2316,31109,neutral
2317,24712,neutral
2318,36050,neutral
2319,42449,negative
2320,16497,positive
2321,25229,positive
2322,1670,positive
2323,7003,negative
2324,18680,neutral
2325,4697,neutral
2326,17902,positive
2327,35312,neutral
2328,5554,positive
2329,10680,positive
2330,14289,positive
2331,26175,negative
2332,28916,neutral
2333,22080,neutral
2334,21142,negative
2335,43161,neutral
2336,6165,positive
2337,10383,positive
2338,39151,positive
2339,40814,negative
2340,22278,neutral
2341,3750,negative
2342,12398,negative
2343,31589,neutral
2344,19609,neutral
2345,23622,negative
2346,12275,negative
2347,8139,positive
2348,20795,neutral
2349,21052,neutral
2350,22310,positive
2351,40002,positive
2352,24448,positive
2353,28327,positive
2354,682,neutral
2355,15682,positive
2356,21246,negative
2357,42037,negative
2358,14015,negative
2359,44990,negative
2360,21402,neutral
2361,42836,neutral
2362,3877,neutral
2363,1011,positive
2364,16739,neutral
2365,21605,neutral
2366,16253,neutral
2367,43725,negative
2368,2572,negative
2369,31445,negative
2370,30681,neutral
2371,21181,positive
2372,29952,neutral
2373,16901,neutral
2374,10781,neutral
2375,20694,negative
2376,39323,negative
2377,20130,neutral
2378,6495,neutral
2379,29098,neutral
2380,10918,neutral
2381,25905,negative
2382,31581,neutral
2383,25528,positive
2384,40784,neutral
2385,23274,neutral
2386,3752,negative
2387,41284,negative
2388,24275,positive
2389,23072,neutral
2390,10873,neutral
2391,23089,neutral
2392,32483,positive
2393,4552,negative
2394,18770,negative
2395,30736,neutral
2396,21449,neutral
2397,9167,positive
2398,25787,positive
2399,4230,positive
2400,7782,neutral
2401,16481,neutral
2402,4518,neutral
2403,4263,positive
2404,10381,neutral
2405,39926,neutral
2406,21364,neutral
2407,28105,negative
2408,42197,positive
2409,16398,neutral
2410,33087,neutral
2411,20654,neutral
2412,30838,neutral
2413,21696,neutral
2414,10552,neutral
2415,38213,positive
2416,10752,neutral
2417,23625,positive
2418,42465,positive
2419,21214,positive
2420,37869,neutral
2421,9439,neutral
2422,2434,negative
2423,39158,positive
2424,42171,negative
2425,5036,negative
2426,41498,positive
2427,20734,neutral
2428,24153,positive
2429,21109,neutral
2430,17485,negative
2431,27459,negative
2432,11887,negative
2433,28428,neutral
2434,10739,neutral
2435,27942,negative
2436,22870,negative
2437,21506,negative
2438,30998,negative
2439,38805,neutral
2440,16076,neutral
2441,29864,positive
2442,2707,positive
2443,40560,neutral
2444,21432,neutral
2445,32524,neutral
2446,9080,neutral
2447,25585,neutral
2448,10711,positive
2449,20502,negative
2450,40604,neutral
2451,6024,neutral
2452,9443,negative
2453,12968,negative
2454,43388,negative
2455,43665,positive
2456,17529,neutral
2457,23544,positive
2458,18429,positive
2459,20946,neutral
2460,12367,negative
2461,6386,neutral
2462,12120,negative
2463,18628,neutral
2464,37345,neutral
2465,19508,positive
2466,12386,negative
2467,8233,negative
2468,40610,positive
2469,11493,negative
2470,42540,neutral
2471,39543,positive
2472,14758,negative
2473,4291,negative
2474,21689,negative
2475,22652,positive
2476,9308,neutral
2477,33162,positive
2478,21694,neutral
2479,29628,neutral
2480,20769,positive
2481,7452,neutral
2482,33831,negative
2483,4394,positive
2484,25529,neutral
2485,21008,neutral
2486,31911,negative
2487,37688,positive
2488,13077,positive
2489,40775,neutral
2490,2333,negative
2491,21731,positive
2492,5729,positive
2493,40479,positive
2494,7381,neutral
2495,42041,neutral
2496,15266,neutral
2497,9992,positive
2498,5186,neutral
2499,39836,neutral
2500,43152,negative
2501,22587,neutral
2502,38657,neutral
2503,10548,positive
2504,10436,neutral
2505,35392,neutral
2506,6691,neutral
2507,22753,neutral
2508,9562,neutral
2509,40472,neutral
2510,5034,negative
2511,2870,positive
2512,30254,negative
2513,10363,negative
2514,722,negative
2515,18415,neutral
2516,15782,negative
2517,12369,neutral
2518,20240,neutral
2519,34016,neutral
2520,33281,positive
2521,33226,positive
2522,29498,neutral
2523,41964,positive
2524,17953,neutral
2525,23846,positive
2526,10767,negative
2527,11677,negative
2528,8685,positive
2529,21699,negative
2530,27574,negative
2531,12035,positive
2532,11918,negative
2533,18837,negative
2534,28666,negative
2535,28862,neutral
2536,9874,neutral
2537,33727,neutral
2538,33305,positive
2539,11916,neutral
2540,12113,neutral
2541,2566,positive
2542,20122,negative
2543,36548,neutral
2544,26548,positive
2545,10409,neutral
2546,31212,negative
2547,16093,positive
2548,19731,positive
2549,21584,positive
2550,10760,positive
2551,21771,neutral
2552,34059,positive
2553,6158,neutral
2554,11511,neutral
2555,5662,positive
2556,9433,positive
2557,13862,neutral
2558,27779,neutral
2559,8232,neutral
2560,10729,neutral
2561,8758,neutral
2562,32539,positive
2563,32911,negative
2564,36053,neutral
2565,41604,positive
2566,21279,positive
2567,21737,negative
2568,27152,negative
2569,31542,neutral
2570,16640,neutral
2571,15114,neutral
2572,28550,negative
2573,36566,negative
2574,24138,neutral
2575,10666,neutral
2576,9651,neutral
2577,12692,positive
2578,17089,neutral
2579,33479,neutral
2580,6762,negative
2581,43807,negative
2582,31897,positive
2583,25351,neutral
2584,13351,neutral
2585,20897,neutral
2586,10585,negative
2587,6891,negative
2588,38481,positive
2589,30605,neutral
2590,28795,neutral
2591,39776,positive
2592,36630,negative
2593,20465,neutral
2594,14887,negative
2595,2813,negative
2596,8004,positive
2597,8624,negative
2598,7292,negative
2599,21467,positive
2600,15422,neutral
2601,311,negative
2602,43333,negative
2603,12177,positive
2604,20213,neutral
2605,13229,positive
2606,10846,negative
2607,40222,negative
2608,11009,neutral
2609,14457,positive
2610,14789,positive
2611,8310,positive
2612,17030,negative
2613,32478,negative
2614,2970,negative
2615,17758,negative
2616,26640,neutral
2617,21036,positive
2618,10735,neutral
2619,15021,positive
2620,18512,neutral
2621,21459,neutral
2622,7984,neutral
2623,6788,neutral
2624,21888,negative
2625,23132,positive
2626,15176,positive
2627,1471,positive
2628,40360,negative
2629,2283,negative
2630,34389,positive
2631,29327,negative
2632,18816,neutral
2633,3763,positive
2634,21280,neutral
2635,4496,neutral
2636,30564,negative
2637,10908,neutral
2638,39724,neutral
2639,13471,negative
2640,34616,neutral
2641,32172,negative
2642,22383,positive
2643,8837,neutral
2644,10762,negative
2645,35951,negative
2646,1529,positive
2647,28667,neutral
2648,32249,negative
2649,40008,neutral
2650,11277,neutral
2651,20951,negative
2652,2369,positive
2653,7360,negative
2654,43089,positive
2655,24802,positive
2656,7424,positive
2657,42782,positive
2658,10658,neutral
2659,16450,neutral
2660,8123,neutral
2661,41316,negative
2662,34694,negative
2663,9774,negative
2664,16633,negative
2665,22640,neutral
2666,32149,neutral
2667,12043,negative
2668,33920,positive
2669,11886,positive
2670,23296,neutral
2671,12583,neutral
2672,21703,positive
2673,8557,positive
2674,22498,positive
2675,1237,negative
2676,43153,positive
2677,31058,negative
2678,38643,negative
2679,29409,positive
2680,30761,positive
2681,37939,neutral
2682,6264,positive
2683,13376,neutral
2684,10954,neutral
2685,12480,negative
2686,2661,positive
2687,20765,neutral
2688,20004,positive
2689,42178,positive
2690,11252,neutral
2691,3245,positive
2692,10813,neutral
2693,11550,neutral
2694,25904,negative
2695,6060,positive
2696,43034,positive
2697,36807,negative
2698,32331,positive
2699,21446,neutral
2700,17615,negative
2701,32494,neutral
2702,29563,neutral
2703,39477,neutral
2704,38216,positive
2705,25708,negative
2706,39577,positive
2707,44073,negative
2708,9012,negative
2709,10901,neutral
2710,6107,negative
2711,37967,positive
2712,9128,negative
2713,10457,neutral
2714,3588,neutral
2715,8375,positive
2716,5434,positive
2717,34306,positive
2718,23096,neutral
2719,13926,negative
2720,5904,negative
2721,34515,neutral
2722,34329,neutral
2723,10512,neutral
2724,33254,negative
2725,36089,neutral
2726,10836,neutral
2727,3928,positive
2728,8344,positive
2729,22007,neutral
2730,17316,neutral
2731,10472,positive
2732,10741,neutral
2733,1946,neutral
2734,35796,positive
2735,24955,negative
2736,11984,positive
2737,27510,neutral
2738,1671,positive
2739,9301,negative
2740,38140,positive
2741,35800,positive
2742,16261,positive
2743,32052,neutral
2744,12388,neutral
2745,14573,negative
2746,10392,negative
2747,33934,positive
2748,8325,positive
2749,23684,neutral
2750,21550,positive
2751,20815,neutral
2752,36888,negative
2753,16055,positive
2754,24462,positive
2755,34392,positive
2756,21081,negative
2757,27204,negative
2758,21325,neutral
2759,11146,positive
2760,8269,negative
2761,40111,positive
2762,27324,negative
2763,29895,negative
2764,18709,positive
2765,40283,positive
2766,38698,negative
2767,18143,neutral
2768,21204,neutral
2769,10327,positive
2770,17020,neutral
2771,34755,negative
2772,8107,positive
2773,12437,neutral
2774,11063,negative
2775,13115,neutral
2776,16268,negative
2777,2498,negative
2778,21892,negative
2779,7036,neutral
2780,11395,negative
2781,10795,negative
2782,11732,positive
2783,33985,neutral
2784,11130,negative
2785,10827,neutral
2786,38438,positive
2787,10935,neutral
2788,37694,positive
2789,17290,positive
2790,10638,neutral
2791,18049,positive
2792,11283,negative
2793,21207,negative
2794,43044,neutral
2795,10838,positive
2796,36904,positive
2797,136,neutral
2798,6509,positive
2799,41292,negative
2800,10412,neutral
2801,25334,neutral
2802,39004,positive
2803,20114,positive
2804,38816,positive
2805,21465,neutral
2806,16330,positive
2807,36925,negative
2808,10365,neutral
2809,33823,neutral
2810,38878,negative
2811,40305,neutral
2812,23348,neutral
2813,17552,negative
2814,37387,negative
2815,33780,neutral
2816,36549,neutral
2817,42056,negative
2818,24995,positive
2819,11354,negative
2820,6876,neutral
2821,27801,positive
2822,27971,positive
2823,26082,neutral
2824,31662,positive
2825,32116,neutral
2826,9800,positive
2827,37667,neutral
2828,1021,positive
2829,39755,positive
2830,10662,neutral
2831,29128,neutral
2832,38307,positive
2833,40718,positive
2834,10460,neutral
2835,11656,neutral
2836,6604,negative
2837,28811,neutral
2838,43371,neutral
2839,24738,positive
2840,30346,positive
2841,25690,positive
2842,20982,neutral
2843,11070,neutral
2844,19646,neutral
2845,23465,positive
2846,11834,neutral
2847,30844,negative
2848,10724,neutral
2849,33051,positive
2850,41528,positive
2851,22135,negative
2852,11275,neutral
2853,10879,negative
2854,5334,neutral
2855,10060,neutral
2856,31709,negative
2857,32826,positive
2858,29977,negative
2859,36799,neutral
2860,3434,neutral
2861,11131,negative
2862,11513,negative
2863,21574,neutral
2864,35336,positive
2865,31646,negative
2866,21753,neutral
2867,33862,positive
2868,35182,positive
2869,10574,neutral
2870,28717,neutral
2871,36917,negative
2872,27070,positive
2873,6268,neutral
2874,41982,neutral
2875,32064,negative
2876,5938,negative
2877,30571,negative
2878,5966,positive
2879,18876,neutral
2880,11244,positive
2881,18806,positive
2882,28053,negative
2883,16769,neutral
2884,21643,neutral
2885,11184,negative
2886,7783,positive
2887,3391,negative
2888,11282,positive
2889,18568,neutral
2890,20938,neutral
2891,13523,neutral
2892,22762,negative
2893,10857,neutral
2894,21568,negative
2895,26196,neutral
2896,38973,neutral
2897,18047,neutral
2898,37565,neutral
2899,28935,positive
2900,582,positive
2901,17215,negative
2902,29695,negative
2903,23352,positive
2904,3799,negative
2905,2299,positive
2906,19520,neutral
2907,27335,neutral
2908,20957,neutral
2909,9732,positive
2910,440,negative
2911,10723,neutral
2912,11235,neutral
2913,13204,neutral
2914,9175,negative
2915,18894,neutral
2916,32008,positive
2917,13942,positive
2918,9891,positive
2919,24402,neutral
2920,25204,negative
2921,32333,negative
2922,12564,neutral
2923,8226,negative
2924,26554,neutral
2925,11315,neutral
2926,9036,neutral
2927,42559,negative
2928,32266,positive
2929,18616,neutral
2930,41469,negative
2931,37773,negative
2932,15736,neutral
2933,25208,positive
2934,10127,neutral
2935,42896,positive
2936,20244,neutral
2937,10415,positive
2938,2214,negative
2939,11015,negative
2940,23077,positive
2941,36510,neutral
2942,31020,positive
2943,5555,positive
2944,29523,negative
2945,25187,negative
2946,34114,positive
2947,1331,neutral
2948,13315,negative
2949,2137,neutral
2950,14863,positive
2951,34101,neutral
2952,18191,positive
2953,25601,neutral
2954,9017,positive
2955,35798,neutral
2956,2528,positive
2957,37353,negative
2958,39509,neutral
2959,34265,positive
2960,23793,neutral
2961,6184,neutral
2962,31635,neutral
2963,30674,neutral
2964,10544,positive
2965,20851,positive
2966,7268,neutral
2967,31426,positive
2968,1579,neutral
2969,23097,neutral
2970,13355,neutral
2971,26136,positive
2972,37139,positive
2973,44140,negative
2974,11979,negative
2975,1599,negative
2976,25454,negative
2977,19820,neutral
2978,12975,neutral
2979,6080,neutral
2980,21391,neutral
2981,18112,positive
2982,38558,positive
2983,38601,neutral
2984,16150,neutral
2985,4584,negative
2986,10761,neutral
2987,7609,negative
2988,38183,neutral
2989,5292,positive
2990,36750,negative
2991,18448,negative
2992,22191,neutral
2993,25749,neutral
2994,7026,positive
2995,10425,neutral
2996,14162,positive
2997,15860,neutral
2998,25435,neutral
2999,25183,negative
0,20803,neutral
1,20187,positive
2,20953,neutral
3,13777,negative
4,20990,positive
5,15075,neutral
6,32292,positive
7,4622,positive
8,22338,neutral
9,23996,positive
10,10426,neutral
11,3038,negative
12,37328,negative
13,11313,neutral
14,32158,positive
15,2598,neutral
16,12837,neutral
17,26050,negative
18,30898,neutral
19,22656,neutral
20,2755,neutral
21,16061,neutral
22,3364,neutral
23,2926,positive
24,29391,positive
25,36692,positive
26,24682,positive
27,21692,neutral
28,16349,negative
29,22282,neutral
30,9078,neutral
31,10672,neutral
32,44031,negative
33,36522,positive
34,16135,negative
35,18612,negative
36,5794,positive
37,17667,neutral
38,16583,negative
39,25678,negative
40,10844,neutral
41,3791,negative
42,21624,negative
43,43144,neutral
44,42867,negative
45,40769,positive
46,17946,positive
47,843,neutral
48,23329,positive
49,43516,negative
50,13712,positive
51,4424,positive
52,11422,neutral
53,17588,neutral
54,8745,neutral
55,37006,positive
56,29291,neutral
57,5905,negative
58,27921,neutral
59,8762,neutral
60,42612,negative
61,34997,neutral
62,10988,negative
63,14844,negative
64,3014,negative
65,20448,neutral
66,23905,neutral
67,37296,neutral
68,42856,neutral
69,29080,neutral
70,10822,positive
71,27237,positive
72,31449,positive
73,10734,neutral
74,5739,neutral
75,41105,negative
76,13394,positive
77,30013,neutral
78,11032,neutral
79,19785,positive
80,21293,positive
81,21155,positive
82,6056,negative
83,20984,neutral
84,25856,positive
85,8240,neutral
86,21721,positive
